CHROMOSOME,STRAND,LOCUS_ID,TSS
Chr8,+,LOC_Os08g30790.3,19011784
Chr8,-,LOC_Os08g30820.1,19033307
Chr8,+,LOC_Os08g40280.1,25497864
Chr8,+,LOC_Os08g42730.1,27034929
Chr8,-,LOC_Os08g41090.1,25974968
Chr8,+,LOC_Os08g42020.2,26543220
Chr9,+,LOC_Os09g10770.1,5874972
Chr9,+,LOC_Os09g24810.1,14793742
Chr9,-,LOC_Os09g23660.1,14060320
Chr9,+,LOC_Os09g26160.1,15765945
Chr9,+,LOC_Os09g24954.1,14896147
Chr9,+,LOC_Os09g24970.1,14917136
Chr9,-,LOC_Os09g23966.1,14281362
Chr9,-,LOC_Os09g26300.1,15892987
Chr9,-,LOC_Os09g26360.1,15924070
Chr9,+,LOC_Os09g22280.1,13470482
Chr10,+,LOC_Os10g13630.1,7385568
Chr10,+,LOC_Os10g11750.1,6497068
Chr10,+,LOC_Os10g11810.1,6540786
Chr11,-,LOC_Os11g05490.1,2477465
Chr12,-,LOC_Os12g10590.1,5645645
Chr11,+,LOC_Os11g43590.2,26299760
Chr11,+,LOC_Os11g45809.1,27717452
Chr12,-,LOC_Os12g11990.1,6567660
Chr11,+,LOC_Os11g43620.1,26313077
Chr11,-,LOC_Os11g30620.1,17831391
Chr11,-,LOC_Os11g34020.1,19876378
Chr11,+,LOC_Os11g34090.1,19949633
Chr11,+,LOC_Os11g36050.1,21185518
Chr11,-,LOC_Os11g37210.1,21990350
Chr11,-,LOC_Os11g39420.1,23475516
Chr11,+,LOC_Os11g39450.1,23488660
Chr11,-,LOC_Os11g41830.1,25155522
Chr11,-,LOC_Os11g26950.1,15498561
Chr11,-,LOC_Os11g34980.1,20503124
Chr12,+,LOC_Os12g16524.1,9466243
Chr12,-,LOC_Os12g27520.1,16199488
Chr12,+,LOC_Os12g31640.2,19055878
Chr12,+,LOC_Os12g14220.1,8076284
Chr12,-,LOC_Os12g16540.1,9478894
Chr2,+,LOC_Os02g03420.1,1394865
Chr2,+,LOC_Os02g14980.1,8358769
Chr2,+,LOC_Os02g14170.1,7760772
Chr2,+,LOC_Os02g09960.1,5179753
Chr2,+,LOC_Os02g10780.1,5706636
Chr2,+,LOC_Os02g10230.1,5357310
Chr2,+,LOC_Os02g09420.1,4831146
Chr2,+,LOC_Os02g09620.1,4944660
Chr2,+,LOC_Os02g08364.1,4449777
Chr2,+,LOC_Os02g09820.1,5063137
Chr2,+,LOC_Os02g21650.1,12859790
Chr2,+,LOC_Os02g17240.1,9885609
Chr2,+,LOC_Os02g30630.2,18236025
Chr2,+,LOC_Os02g32080.1,18956519
Chr2,+,LOC_Os02g32420.1,19166534
Chr8,+,LOC_Os08g06110.3,3365730
Chr8,+,LOC_Os08g07280.1,4065649
Chr8,+,LOC_Os08g19680.1,11780383
Chr8,+,LOC_Os08g20130.1,12066869
Chr8,+,LOC_Os08g16480.1,10097893
Chr8,+,LOC_Os08g16610.1,10160231
Chr8,+,LOC_Os08g14450.1,8677955
Chr8,+,LOC_Os08g13460.1,8011707
Chr8,+,LOC_Os08g31090.1,19206658
Chr8,+,LOC_Os08g31340.1,19382952
Chr8,+,LOC_Os08g29160.1,17851904
Chr8,+,LOC_Os08g23110.1,13919925
Chr8,+,LOC_Os08g25570.1,15554139
Chr3,-,LOC_Os03g06980.1,3565365
Chr3,-,LOC_Os03g04310.1,1985736
Chr3,-,LOC_Os03g02850.1,1123777
Chr3,-,LOC_Os03g02860.1,1127202
Chr3,-,LOC_Os03g13560.1,7335053
Chr3,-,LOC_Os03g13614.3,7369642
Chr3,-,LOC_Os03g11510.1,5964746
Chr3,-,LOC_Os03g11734.2,6136798
Chr3,-,LOC_Os03g13210.1,7130342
Chr3,-,LOC_Os03g11874.1,6225078
Chr3,-,LOC_Os03g07994.1,4089784
Chr3,-,LOC_Os03g08640.1,4449163
Chr3,-,LOC_Os03g10080.1,5089732
Chr3,-,LOC_Os03g08200.1,4182690
Chr3,-,LOC_Os03g08980.1,4666944
Chr3,-,LOC_Os03g10150.1,5152038
Chr3,-,LOC_Os03g08284.3,4219065
Chr3,-,LOC_Os03g10520.1,5357286
Chr3,-,LOC_Os03g18220.1,10220748
Chr3,-,LOC_Os03g18430.1,10336943
Chr3,-,LOC_Os03g19390.1,10913611
Chr3,-,LOC_Os03g17940.1,9993307
Chr3,-,LOC_Os03g18870.1,10573269
Chr3,-,LOC_Os03g16800.1,9316712
Chr3,-,LOC_Os03g15700.1,8663021
Chr3,-,LOC_Os03g17100.1,9499826
Chr3,-,LOC_Os03g17270.1,9628261
Chr9,-,LOC_Os09g09330.1,4997394
Chr9,-,LOC_Os09g02440.1,1012534
Chr9,-,LOC_Os09g16520.1,10138249
Chr9,-,LOC_Os09g17329.1,10622218
Chr9,-,LOC_Os09g16449.1,10069846
Chr9,-,LOC_Os09g15430.3,9449751
Chr9,-,LOC_Os09g15820.1,9659127
Chr9,-,LOC_Os09g27700.1,16861064
Chr9,-,LOC_Os09g28910.1,17572392
Chr9,-,LOC_Os09g27990.1,17001374
Chr6,-,LOC_Os06g51290.1,31055926
Chr7,-,LOC_Os07g01450.1,294566
Chr7,+,LOC_Os07g01480.1,306009
Chr7,-,LOC_Os07g02560.1,921478
Chr6,-,LOC_Os06g50860.1,30773820
Chr7,+,LOC_Os07g02690.1,972868
Chr7,+,LOC_Os07g01720.1,428798
Chr6,+,LOC_Os06g50900.1,30799405
Chr6,+,LOC_Os06g51430.1,31151345
Chr7,-,LOC_Os07g29390.3,17260675
Chr7,+,LOC_Os07g29410.1,17268665
Chr7,-,LOC_Os07g27330.1,15902146
Chr7,-,LOC_Os07g27359.1,15925781
Chr7,-,LOC_Os07g28440.1,16630918
Chr7,+,LOC_Os07g28480.1,16674125
Chr7,+,LOC_Os07g28610.1,16743567
Chr7,-,LOC_Os07g29630.1,17425456
Chr7,-,LOC_Os07g30610.1,18115251
Chr7,+,LOC_Os07g28614.1,16748940
Chr7,-,LOC_Os07g28660.1,16775821
Chr8,-,LOC_Os08g02400.1,958681
Chr8,-,LOC_Os08g02460.1,987937
Chr8,-,LOC_Os08g03440.1,1614850
Chr8,+,LOC_Os08g03470.1,1628504
Chr8,+,LOC_Os08g01740.1,445543
Chr8,+,LOC_Os08g02520.1,1039569
Chr8,+,LOC_Os08g02550.1,1050618
Chr8,-,LOC_Os08g03550.1,1652648
Chr8,-,LOC_Os08g03610.1,1688804
Chr8,+,LOC_Os08g01760.1,458533
Chr8,-,LOC_Os08g03650.1,1729995
Chr8,+,LOC_Os08g01794.2,475402
Chr8,+,LOC_Os08g01830.1,496860
Chr8,+,LOC_Os08g01859.1,529346
Chr8,-,LOC_Os08g01890.1,549455
Chr8,-,LOC_Os08g02900.1,1239760
Chr8,-,LOC_Os08g02950.1,1286546
Chr8,+,LOC_Os08g28820.1,17625214
Chr8,+,LOC_Os08g28960.1,17720718
Chr8,-,LOC_Os08g31130.1,19227521
Chr8,+,LOC_Os08g31228.1,19307322
Chr9,-,LOC_Os09g07500.1,3753649
Chr9,-,LOC_Os09g09830.1,5330178
Chr9,-,LOC_Os09g07614.1,3827027
Chr9,+,LOC_Os09g08550.1,4462316
Chr9,+,LOC_Os09g08580.1,4474924
Chr9,-,LOC_Os09g25150.1,15079326
Chr9,+,LOC_Os09g26380.1,15930510
Chr9,-,LOC_Os09g24159.1,14344912
Chr9,+,LOC_Os09g25190.1,15090663
Chr9,-,LOC_Os09g25290.1,15139451
Chr9,+,LOC_Os09g25314.1,15156995
Chr9,+,LOC_Os09g23060.1,13619042
Chr9,+,LOC_Os09g26550.2,16049138
Chr9,+,LOC_Os09g23110.1,13666487
Chr9,-,LOC_Os09g23140.1,13690949
Chr9,-,LOC_Os09g25430.1,15242484
Chr9,-,LOC_Os09g25460.1,15256328
Chr9,+,LOC_Os09g25490.1,15281268
Chr9,+,LOC_Os09g23160.1,13706488
Chr9,+,LOC_Os09g36060.1,20764202
Chr9,-,LOC_Os09g38510.1,22159600
Chr9,+,LOC_Os09g38540.1,22172840
Chr10,-,LOC_Os10g13850.1,7530484
Chr10,+,LOC_Os10g10760.1,5948834
Chr10,-,LOC_Os10g10990.1,6087844
Chr10,+,LOC_Os10g12390.1,6896877
Chr11,+,LOC_Os11g06420.1,3098464
Chr11,+,LOC_Os11g08370.1,4413240
Chr11,-,LOC_Os11g08400.1,4431444
Chr11,+,LOC_Os11g16280.1,8965406
Chr11,+,LOC_Os11g06580.1,3178940
Chr11,-,LOC_Os11g47460.1,28705306
Chr12,-,LOC_Os12g02030.1,604538
Chr12,-,LOC_Os12g06620.1,3211798
Chr11,-,LOC_Os11g47510.1,28728823
Chr11,+,LOC_Os11g47550.1,28735982
Chr12,+,LOC_Os12g02100.1,632401
Chr12,-,LOC_Os12g03060.1,1155729
Chr11,+,LOC_Os11g37280.1,22016848
Chr11,+,LOC_Os11g40610.5,24231673
Chr11,-,LOC_Os11g40680.1,24280165
Chr11,-,LOC_Os11g28350.1,16312118
Chr11,-,LOC_Os11g35050.1,20538185
Chr11,-,LOC_Os11g36150.1,21254683
Chr12,-,LOC_Os12g17900.1,10286711
Chr12,-,LOC_Os12g19030.1,11057114
Chr12,+,LOC_Os12g23760.1,13492035
Chr12,-,LOC_Os12g13250.1,7371137
Chr12,+,LOC_Os12g16650.1,9531874
Chr2,+,LOC_Os02g29320.1,17416383
Chr2,+,LOC_Os02g37960.1,22941281
Chr2,+,LOC_Os02g39740.1,24000931
Chr2,+,LOC_Os02g39140.1,23643092
Chr2,+,LOC_Os02g39260.1,23710890
Chr2,+,LOC_Os02g35130.2,21082780
Chr2,+,LOC_Os02g35200.1,21165035
Chr2,+,LOC_Os02g36414.1,21995376
Chr2,+,LOC_Os02g48080.1,29429761
Chr2,+,LOC_Os02g47470.1,28995717
Chr2,+,LOC_Os02g45180.1,27422875
Chr2,+,LOC_Os02g45320.1,27548399
Chr2,+,LOC_Os02g47190.1,28808920
Chr2,+,LOC_Os02g45600.1,27744016
Chr2,+,LOC_Os02g42670.1,25665013
Chr2,+,LOC_Os02g41990.2,25231647
Chr2,+,LOC_Os02g44670.1,27073220
Chr2,+,LOC_Os02g43970.1,26550915
Chr8,+,LOC_Os08g27010.1,16506115
Chr8,+,LOC_Os08g36900.1,23335165
Chr8,+,LOC_Os08g38810.1,24533261
Chr8,+,LOC_Os08g38850.2,24561491
Chr8,+,LOC_Os08g38170.1,24186670
Chr8,+,LOC_Os08g37500.1,23756149
Chr8,+,LOC_Os08g43750.1,27642405
Chr8,+,LOC_Os08g44010.1,27703403
Chr8,+,LOC_Os08g44330.1,27893237
Chr9,+,LOC_Os09g01600.1,422295
Chr8,+,LOC_Os08g41300.1,26090910
Chr8,+,LOC_Os08g40190.1,25434400
Chr8,+,LOC_Os08g42640.1,26948572
Chr9,+,LOC_Os09g08464.1,4417891
Chr9,+,LOC_Os09g10930.2,6016388
Chr3,-,LOC_Os03g24460.2,13948781
Chr3,-,LOC_Os03g24860.1,14159202
Chr3,-,LOC_Os03g22880.1,13225476
Chr3,-,LOC_Os03g39640.2,22029740
Chr3,-,LOC_Os03g36730.1,20370047
Chr3,-,LOC_Os03g45450.1,25652125
Chr9,-,LOC_Os09g28110.1,17067608
Chr9,-,LOC_Os09g27450.1,16676359
Chr9,-,LOC_Os09g24490.1,14586345
Chr9,-,LOC_Os09g23780.1,14154150
Chr9,-,LOC_Os09g23948.1,14281328
Chr9,-,LOC_Os09g23150.1,13699846
Chr9,-,LOC_Os09g36770.3,21223349
Chr9,-,LOC_Os09g36130.1,20802933
Chr9,-,LOC_Os09g36920.1,21304309
Chr9,-,LOC_Os09g35030.1,20404332
Chr9,-,LOC_Os09g36350.1,20980676
Chr9,-,LOC_Os09g38100.1,21952517
Chr9,-,LOC_Os09g35870.1,20643139
Chr9,-,LOC_Os09g36730.1,21190738
Chr9,-,LOC_Os09g30466.1,18569125
Chr9,-,LOC_Os09g32260.2,19255969
Chr9,-,LOC_Os09g32532.1,19421084
Chr10,-,LOC_Os10g08022.1,4345509
Chr10,-,LOC_Os10g05780.1,2914713
Chr10,-,LOC_Os10g05840.1,2951089
Chr10,-,LOC_Os10g07510.1,3993648
Chr6,-,LOC_Os06g50950.1,30839952
Chr6,-,LOC_Os06g51460.1,31174837
Chr7,-,LOC_Os07g02940.1,1095907
Chr7,+,LOC_Os07g02990.1,1113969
Chr6,-,LOC_Os06g51500.1,31206388
Chr6,-,LOC_Os06g47800.1,28930077
Chr6,-,LOC_Os06g47830.1,28950601
Chr6,+,LOC_Os06g49460.1,29967952
Chr6,+,LOC_Os06g49490.1,29976868
Chr6,+,LOC_Os06g47110.1,28551555
Chr6,-,LOC_Os06g47930.1,28990335
Chr6,-,LOC_Os06g48810.1,29541219
Chr6,+,LOC_Os06g48030.1,29050768
Chr6,-,LOC_Os06g48930.1,29622473
Chr6,+,LOC_Os06g47200.1,28617447
Chr6,-,LOC_Os06g48960.1,29667372
Chr7,+,LOC_Os07g30760.1,18203445
Chr7,-,LOC_Os07g27790.1,16218080
Chr7,-,LOC_Os07g30790.1,18228417
Chr7,-,LOC_Os07g30820.1,18246940
Chr7,+,LOC_Os07g28840.1,16886901
Chr7,+,LOC_Os07g29970.1,17653224
Chr7,-,LOC_Os07g30020.1,17692496
Chr8,+,LOC_Os08g01120.1,86335
Chr8,-,LOC_Os08g02996.1,1313298
Chr8,-,LOC_Os08g03020.1,1343397
Chr8,-,LOC_Os08g02050.1,667559
Chr8,+,LOC_Os08g03990.1,1914034
Chr8,+,LOC_Os08g02094.1,686288
Chr8,+,LOC_Os08g03290.1,1525295
Chr8,+,LOC_Os08g01290.5,188257
Chr8,-,LOC_Os08g01310.1,200431
Chr8,-,LOC_Os08g02230.1,770917
Chr8,-,LOC_Os08g29170.1,17857688
Chr8,+,LOC_Os08g29200.1,17904215
Chr8,-,LOC_Os08g30370.1,18686547
Chr8,+,LOC_Os08g29370.1,18020117
Chr9,+,LOC_Os09g10010.1,5454023
Chr9,-,LOC_Os09g10054.1,5491310
Chr9,+,LOC_Os09g07830.2,3970052
Chr9,+,LOC_Os09g10204.1,5556531
Chr9,+,LOC_Os09g11370.1,6323254
Chr9,-,LOC_Os09g11440.2,6371361
Chr9,+,LOC_Os09g38580.1,22192725
Chr9,-,LOC_Os09g34320.1,20260196
Chr9,-,LOC_Os09g36200.1,20871108
Chr9,+,LOC_Os09g34860.1,20316910
Chr9,-,LOC_Os09g34890.1,20332328
Chr9,+,LOC_Os09g36240.1,20897579
Chr9,-,LOC_Os09g34970.1,20375204
Chr9,+,LOC_Os09g37040.1,21366391
Chr9,-,LOC_Os09g37070.1,21383319
Chr9,+,LOC_Os09g38030.1,21917319
Chr10,-,LOC_Os10g11200.1,6214147
Chr11,+,LOC_Os11g10800.1,5947363
Chr11,-,LOC_Os11g09830.1,5259504
Chr12,+,LOC_Os12g07380.1,3636454
Chr12,-,LOC_Os12g08280.1,4219484
Chr12,-,LOC_Os12g09580.1,5040891
Chr11,-,LOC_Os11g44880.1,27165379
Chr12,+,LOC_Os12g03094.1,1170641
Chr12,-,LOC_Os12g06670.1,3243706
Chr11,+,LOC_Os11g34200.1,20025967
Chr11,-,LOC_Os11g36160.1,21265844
Chr11,-,LOC_Os11g37490.1,22135219
Chr12,-,LOC_Os12g25120.1,14424893
Chr12,+,LOC_Os12g29330.1,17391342
Chr12,+,LOC_Os12g13300.1,7419654
Chr2,+,LOC_Os02g53180.1,32558635
Chr2,+,LOC_Os02g53770.1,32934144
Chr2,+,LOC_Os02g51790.1,31719721
Chr2,+,LOC_Os02g52700.1,32243146
Chr2,+,LOC_Os02g51390.2,31467395
Chr2,+,LOC_Os02g49080.1,30011066
Chr2,+,LOC_Os02g50140.1,30631239
Chr2,+,LOC_Os02g50320.2,30720856
Chr2,+,LOC_Os02g57390.1,35162588
Chr2,+,LOC_Os02g57200.1,35041073
Chr2,+,LOC_Os02g54560.1,33424949
Chr2,+,LOC_Os02g56120.2,34348582
Chr3,+,LOC_Os03g04610.1,2154645
Chr3,+,LOC_Os03g06630.1,3342254
Chr3,+,LOC_Os03g05812.1,2907108
Chr3,+,LOC_Os03g05880.1,2949519
Chr3,+,LOC_Os03g07580.1,3859385
Chr3,+,LOC_Os03g03334.1,1427658
Chr3,+,LOC_Os03g03880.1,1765300
Chr3,+,LOC_Os03g14300.1,7788739
Chr3,+,LOC_Os03g12890.1,6947995
Chr3,+,LOC_Os03g11410.1,5870149
Chr3,+,LOC_Os03g13790.2,7469616
Chr3,+,LOC_Os03g12990.1,7018343
Chr3,+,LOC_Os03g13850.1,7505851
Chr9,+,LOC_Os09g02130.1,799487
Chr9,+,LOC_Os09g02810.1,1298966
Chr9,+,LOC_Os09g16760.1,10252139
Chr9,+,LOC_Os09g19952.1,11946747
Chr9,+,LOC_Os09g30180.1,18364571
Chr9,+,LOC_Os09g26660.1,16186280
Chr9,+,LOC_Os09g28630.1,17417335
Chr9,+,LOC_Os09g27930.1,16973690
Chr9,+,LOC_Os09g29190.1,17742546
Chr9,+,LOC_Os09g25550.1,15328754
Chr3,-,LOC_Os03g46490.1,26312894
Chr3,-,LOC_Os03g40650.1,22604033
Chr3,-,LOC_Os03g52410.1,30082953
Chr3,-,LOC_Os03g55180.1,31402343
Chr3,-,LOC_Os03g53910.1,30907128
Chr3,-,LOC_Os03g54160.1,31041569
Chr3,-,LOC_Os03g52320.1,30048795
Chr3,-,LOC_Os03g49300.1,28064492
Chr3,-,LOC_Os03g50850.1,29045596
Chr3,-,LOC_Os03g48750.1,27780096
Chr3,-,LOC_Os03g50260.1,28650341
Chr3,-,LOC_Os03g49800.1,28362611
Chr3,-,LOC_Os03g49960.1,28483671
Chr3,-,LOC_Os03g60419.1,34355095
Chr3,-,LOC_Os03g59470.1,33849847
Chr3,-,LOC_Os03g61560.1,34912027
Chr3,-,LOC_Os03g60870.1,34596517
Chr9,-,LOC_Os09g39530.1,22700959
Chr10,-,LOC_Os10g01470.1,286941
Chr9,-,LOC_Os09g39860.1,22854512
Chr9,-,LOC_Os09g39070.1,22430508
Chr9,-,LOC_Os09g39250.1,22552725
Chr10,-,LOC_Os10g17680.1,8938317
Chr10,-,LOC_Os10g19960.1,10017330
Chr10,-,LOC_Os10g20260.1,10187639
Chr10,-,LOC_Os10g11022.1,6099210
Chr10,-,LOC_Os10g22430.1,11609036
Chr10,-,LOC_Os10g22570.1,11713558
Chr10,-,LOC_Os10g22730.2,11813233
Chr6,+,LOC_Os06g48180.1,29144888
Chr6,+,LOC_Os06g49710.1,30074600
Chr6,+,LOC_Os06g49740.1,30087158
Chr6,+,LOC_Os06g47300.1,28670198
Chr6,-,LOC_Os06g49010.4,29708554
Chr6,+,LOC_Os06g49030.1,29713411
Chr6,-,LOC_Os06g47320.1,28687078
Chr6,-,LOC_Os06g49850.2,30180834
Chr6,+,LOC_Os06g49880.1,30196097
Chr6,+,LOC_Os06g47350.2,28699601
Chr6,-,LOC_Os06g48530.1,29364555
Chr7,+,LOC_Os07g26000.1,14916036
Chr7,-,LOC_Os07g26100.1,14975031
Chr7,-,LOC_Os07g22710.1,12803568
Chr8,+,LOC_Os08g01390.1,250589
Chr8,-,LOC_Os08g01420.1,276978
Chr8,+,LOC_Os08g04180.1,2029732
Chr8,+,LOC_Os08g03390.1,1585126
Chr8,-,LOC_Os08g02354.1,934625
Chr7,-,LOC_Os07g49400.2,29586497
Chr7,+,LOC_Os07g47960.1,28649695
Chr7,-,LOC_Os07g46780.1,27957487
Chr7,+,LOC_Os07g48030.1,28678385
Chr7,+,LOC_Os07g47400.1,28344133
Chr7,-,LOC_Os07g48100.1,28729605
Chr7,+,LOC_Os07g46840.1,27995847
Chr7,+,LOC_Os07g46852.1,28004866
Chr8,-,LOC_Os08g31510.1,19491642
Chr8,+,LOC_Os08g31580.1,19547321
Chr8,+,LOC_Os08g30730.1,18956803
Chr8,+,LOC_Os08g31630.1,19578770
Chr8,-,LOC_Os08g29600.1,18161614
Chr8,+,LOC_Os08g31769.1,19693446
Chr8,+,LOC_Os08g29720.1,18251997
Chr9,-,LOC_Os09g11510.1,6438925
Chr9,+,LOC_Os09g09350.1,5005955
Chr9,-,LOC_Os09g06230.1,2920231
Chr9,-,LOC_Os09g04050.1,2086572
Chr9,+,LOC_Os09g35670.1,20519235
Chr9,-,LOC_Os09g38070.1,21938550
Chr9,-,LOC_Os09g35730.1,20553307
Chr9,-,LOC_Os09g37300.1,21547225
Chr9,-,LOC_Os09g37330.1,21566560
Chr9,+,LOC_Os09g37390.1,21582246
Chr9,-,LOC_Os09g38310.1,22040688
Chr9,-,LOC_Os09g38340.1,22070751
Chr9,-,LOC_Os09g37470.1,21601729
Chr9,-,LOC_Os09g37495.1,21607126
Chr9,+,LOC_Os09g35860.1,20637825
Chr9,+,LOC_Os09g37520.1,21630818
Chr10,-,LOC_Os10g27280.1,14400695
Chr10,+,LOC_Os10g27390.1,14446549
Chr10,+,LOC_Os10g28970.2,15102264
Chr11,-,LOC_Os11g04860.1,2069430
Chr11,-,LOC_Os11g04910.1,2093124
Chr11,-,LOC_Os11g06680.2,3254509
Chr11,-,LOC_Os11g44940.1,27202904
Chr12,-,LOC_Os12g02200.2,681266
Chr12,-,LOC_Os12g07550.1,3762557
Chr12,+,LOC_Os12g07580.1,3789862
Chr12,-,LOC_Os12g09700.1,5118098
Chr11,+,LOC_Os11g45060.1,27268948
Chr11,-,LOC_Os11g47820.1,28842809
Chr12,-,LOC_Os12g01480.1,291513
Chr11,-,LOC_Os11g31110.1,18113191
Chr11,+,LOC_Os11g42200.1,25423701
Chr11,+,LOC_Os11g24530.1,13986428
Chr11,+,LOC_Os11g27329.1,15706797
Chr11,+,LOC_Os11g29710.1,17229938
Chr11,-,LOC_Os11g31190.1,18174478
Chr11,+,LOC_Os11g35360.1,20729532
Chr12,-,LOC_Os12g30510.1,18313099
Chr12,+,LOC_Os12g24020.1,13657099
Chr12,+,LOC_Os12g27830.1,16398238
Chr12,+,LOC_Os12g12470.1,6869983
Chr12,-,LOC_Os12g16010.1,9125447
Chr3,+,LOC_Os03g12590.1,6676289
Chr3,+,LOC_Os03g12010.1,6290728
Chr3,+,LOC_Os03g08140.1,4150750
Chr3,+,LOC_Os03g08830.1,4561061
Chr3,+,LOC_Os03g11100.1,5707359
Chr3,+,LOC_Os03g10440.1,5317215
Chr3,+,LOC_Os03g19860.1,11169863
Chr3,+,LOC_Os03g19980.2,11252327
Chr3,+,LOC_Os03g20170.1,11395982
Chr3,+,LOC_Os03g20340.1,11507562
Chr3,+,LOC_Os03g16000.1,8819144
Chr3,+,LOC_Os03g14910.1,8130192
Chr3,+,LOC_Os03g15860.1,8749799
Chr3,+,LOC_Os03g16400.1,9047556
Chr3,+,LOC_Os03g24590.1,14006155
Chr3,+,LOC_Os03g27610.1,15836613
Chr3,+,LOC_Os03g24900.1,14183628
Chr3,+,LOC_Os03g26030.1,14915547
Chr3,+,LOC_Os03g27250.1,15614227
Chr3,+,LOC_Os03g21550.1,12315702
Chr9,+,LOC_Os09g23620.1,14029432
Chr9,+,LOC_Os09g24900.1,14867362
Chr9,+,LOC_Os09g22510.1,13580163
Chr9,+,LOC_Os09g36760.1,21208855
Chr9,+,LOC_Os09g37700.1,21727801
Chr9,+,LOC_Os09g36900.1,21276447
Chr9,+,LOC_Os09g36270.1,20928402
Chr9,+,LOC_Os09g37200.1,21463619
Chr9,+,LOC_Os09g36460.1,21038114
Chr9,+,LOC_Os09g37420.1,21592239
Chr9,+,LOC_Os09g30340.1,18469702
Chr9,+,LOC_Os09g33800.1,19955780
Chr9,+,LOC_Os09g30414.1,18521580
Chr9,+,LOC_Os09g30490.1,18618052
Chr9,+,LOC_Os09g32100.1,19166350
Chr9,+,LOC_Os09g31170.1,18749301
Chr9,+,LOC_Os09g34000.1,20073815
Chr9,+,LOC_Os09g31360.1,18849755
Chr10,+,LOC_Os10g04520.1,2146966
Chr10,+,LOC_Os10g08599.1,4671318
Chr9,+,LOC_Os09g38768.2,22275367
Chr9,+,LOC_Os09g39334.1,22622744
Chr3,-,LOC_Os03g60090.1,34173336
Chr3,-,LOC_Os03g56234.2,32040934
Chr3,-,LOC_Os03g55389.1,31514460
Chr3,-,LOC_Os03g56310.1,32104074
Chr3,-,LOC_Os03g56610.1,32246820
Chr3,-,LOC_Os03g58140.1,33101484
Chr3,-,LOC_Os03g56060.1,31934624
Chr3,-,LOC_Os03g57490.1,32782857
Chr3,-,LOC_Os03g56840.1,32388231
Chr4,-,LOC_Os04g01570.1,387012
Chr3,-,LOC_Os03g63320.1,35786446
Chr3,-,LOC_Os03g63690.1,35973334
Chr10,-,LOC_Os10g28410.1,14779048
Chr10,-,LOC_Os10g23130.1,12080274
Chr10,-,LOC_Os10g28600.1,14900931
Chr11,-,LOC_Os11g23790.1,13466808
Chr11,-,LOC_Os11g05110.1,2243499
Chr11,-,LOC_Os11g10434.1,5684035
Chr11,-,LOC_Os11g05300.1,2348240
Chr11,-,LOC_Os11g09329.1,5006288
Chr11,-,LOC_Os11g05394.1,2423363
Chr11,-,LOC_Os11g10550.1,5787839
Chr11,-,LOC_Os11g09640.1,5156419
Chr11,-,LOC_Os11g08460.1,4469353
Chr6,+,LOC_Os06g49140.1,29782067
Chr6,+,LOC_Os06g48610.1,29407744
Chr6,+,LOC_Os06g49190.1,29807815
Chr6,+,LOC_Os06g50146.1,30367350
Chr6,+,LOC_Os06g47590.1,28818162
Chr6,-,LOC_Os06g47620.1,28837128
Chr6,+,LOC_Os06g47650.1,28853371
Chr6,-,LOC_Os06g48700.1,29467332
Chr6,-,LOC_Os06g47700.1,28871006
Chr6,-,LOC_Os06g47760.1,28909089
Chr7,-,LOC_Os07g08430.1,4333642
Chr7,-,LOC_Os07g08460.1,4356575
Chr7,+,LOC_Os07g26480.2,15230952
Chr7,+,LOC_Os07g23970.1,13567115
Chr7,-,LOC_Os07g25420.1,14530523
Chr7,+,LOC_Os07g26630.1,15358960
Chr7,-,LOC_Os07g26700.1,15425213
Chr7,+,LOC_Os07g23110.1,13026440
Chr7,-,LOC_Os07g24190.1,13747256
Chr7,-,LOC_Os07g48244.1,28824040
Chr7,+,LOC_Os07g48290.1,28855795
Chr7,+,LOC_Os07g49040.1,29363652
Chr7,+,LOC_Os07g48350.1,28893097
Chr7,+,LOC_Os07g47040.1,28118073
Chr7,-,LOC_Os07g47590.2,28456569
Chr7,+,LOC_Os07g48390.1,28919577
Chr7,+,LOC_Os07g49230.1,29478761
Chr7,+,LOC_Os07g49270.1,29505007
Chr7,+,LOC_Os07g47710.1,28500915
Chr7,-,LOC_Os07g48510.1,29013252
Chr7,+,LOC_Os07g49310.1,29531227
Chr8,+,LOC_Os08g25310.1,15391571
Chr8,+,LOC_Os08g23140.1,13943831
Chr8,-,LOC_Os08g24390.1,14732048
Chr9,-,LOC_Os09g06464.1,3064571
Chr9,-,LOC_Os09g04210.3,2220195
Chr9,+,LOC_Os09g04310.1,2293404
Chr9,+,LOC_Os09g04384.1,2320603
Chr9,+,LOC_Os09g06740.1,3205933
Chr9,+,LOC_Os09g06770.1,3236285
Chr9,+,LOC_Os09g02214.1,878145
Chr9,+,LOC_Os09g35940.1,20691306
Chr9,+,LOC_Os09g36670.1,21151736
Chr9,-,LOC_Os09g33680.1,19888124
Chr9,-,LOC_Os09g34190.1,20186307
Chr9,+,LOC_Os09g34230.1,20214376
Chr9,-,LOC_Os09g31478.1,18983481
Chr9,+,LOC_Os09g32620.1,19464671
Chr9,-,LOC_Os09g30230.1,18404264
Chr9,+,LOC_Os09g30260.1,18427052
Chr9,+,LOC_Os09g30320.1,18456839
Chr9,-,LOC_Os09g31502.1,19014398
Chr9,-,LOC_Os09g31514.1,19024332
Chr9,+,LOC_Os09g32700.1,19507048
